"Tabela 6579 - População residente estimada"
"Variável - População residente estimada (Pessoas)"
"Cód.","Município","Ano"
"2111706","São Vicente Ferrer (MA)","18664"
"2111722","Satubinha (MA)","8323"
"2111748","Senador Alexandre Costa (MA)","7835"
"2111763","Senador La Rocque (MA)","15968"
"2111789","Serrano do Maranhão (MA)","8203"
"2111805","Sítio Novo (MA)","15305"
"2111904","Sucupira do Norte (MA)","10394"
"2111953","Sucupira do Riachão (MA)","4367"
"2112001","Tasso Fragoso (MA)","6388"
"2112100","Timbiras (MA)","26786"
"2112209","Timon (MA)","131821"
"2112233","Trizidela do Vale (MA)","16477"
"2112274","Tufilândia (MA)","5520"
"2112308","Tuntum (MA)","35789"
"2112407","Turiaçu (MA)","31996"
"2112456","Turilândia (MA)","17303"
"2112506","Tutóia (MA)","38338"
"2112605","Urbano Santos (MA)","17470"
"2112704","Vargem Grande (MA)","34876"
"2112803","Viana (MA)","44241"
"2112852","Vila Nova dos Martírios (MA)","6824"
"2112902","Vitória do Mearim (MA)","30718"
"2113009","Vitorino Freire (MA)","32173"
"2114007","Zé Doca (MA)","47088"
"2200053","Acauã (PI)","5246"
"2200103","Agricolândia (PI)","5319"
"2200202","Água Branca (PI)","14790"
"2200251","Alagoinha do Piauí (PI)","6717"
"2200277","Alegrete do Piauí (PI)","4736"
"2200301","Alto Longá (PI)","11947"
"2200400","Altos (PI)","36581"
"2200459","Alvorada do Gurguéia (PI)","4215"
"2200509","Amarante (PI)","16900"
"2200608","Angical do Piauí (PI)","6864"
"2200707","Anísio de Abreu (PI)","7257"
"2200806","Antônio Almeida (PI)","2798"
"2200905","Aroazes (PI)","6032"
"2200954","Aroeiras do Itaim (PI)","..."
"2201002","Arraial (PI)","4872"
"2201051","Assunção do Piauí (PI)","6955"
"2201101","Avelino Lopes (PI)","9745"
"2201150","Baixa Grande do Ribeiro (PI)","7987"
"2201176","Barra D'Alcântara (PI)","4074"
"2201200","Barras (PI)","41227"
"2201309","Barreiras do Piauí (PI)","3125"
"2201408","Barro Duro (PI)","6882"
"2201507","Batalha (PI)","24534"
"2201556","Bela Vista do Piauí (PI)","2942"
"2201572","Belém do Piauí (PI)","2439"
"2201606","Beneditinos (PI)","9659"
"2201705","Bertolínia (PI)","5050"
"2201739","Betânia do Piauí (PI)","8825"
"2201770","Boa Hora (PI)","5296"
"2201804","Bocaina (PI)","4247"
"2201903","Bom Jesus (PI)","16099"
"2201919","Bom Princípio do Piauí (PI)","4542"
"2201929","Bonfim do Piauí (PI)","4868"
"2201945","Boqueirão do Piauí (PI)","5478"
"2201960","Brasileira (PI)","7272"
"2201988","Brejo do Piauí (PI)","4098"
"2202000","Buriti dos Lopes (PI)","18546"
"2202026","Buriti dos Montes (PI)","7404"
"2202059","Cabeceiras do Piauí (PI)","8608"
"2202075","Cajazeiras do Piauí (PI)","2681"
"2202083","Cajueiro da Praia (PI)","6125"
"2202091","Caldeirão Grande do Piauí (PI)","5488"
"2202109","Campinas do Piauí (PI)","5037"
"2202117","Campo Alegre do Fidalgo (PI)","4502"
"2202133","Campo Grande do Piauí (PI)","4984"
"2202174","Campo Largo do Piauí (PI)","5851"
"2202208","Campo Maior (PI)","42850"
"2202251","Canavieira (PI)","4119"
"2202307","Canto do Buriti (PI)","18409"
"2202406","Capitão de Campos (PI)","10030"
"2202455","Capitão Gervásio Oliveira (PI)","3272"
"2202505","Caracol (PI)","8786"
"2202539","Caraúbas do Piauí (PI)","4929"
"2202554","Caridade do Piauí (PI)","4083"
"2202604","Castelo do Piauí (PI)","18290"
"2202653","Caxingó (PI)","4293"
"2202703","Cocal (PI)","24318"
"2202711","Cocal de Telha (PI)","4236"
"2202729","Cocal dos Alves (PI)","5267"
"2202737","Coivaras (PI)","3456"
"2202752","Colônia do Gurguéia (PI)","5109"
"2202778","Colônia do Piauí (PI)","7292"
"2202802","Conceição do Canindé (PI)","5017"
"2202851","Coronel José Dias (PI)","4438"
"2202901","Corrente (PI)","23507"
"2203008","Cristalândia do Piauí (PI)","6555"
"2203107","Cristino Castro (PI)","9389"
"2203206","Curimatá (PI)","9695"
"2203230","Currais (PI)","4276"
"2203255","Curralinhos (PI)","3736"
"2203271","Curral Novo do Piauí (PI)","4158"
"2203305","Demerval Lobão (PI)","12744"
"2203354","Dirceu Arcoverde (PI)","6062"
"2203404","Dom Expedito Lopes (PI)","6070"
"2203420","Domingos Mourão (PI)","4284"
"2203453","Dom Inocêncio (PI)","9079"
"2203503","Elesbão Veloso (PI)","14971"
"2203602","Eliseu Martins (PI)","4145"
"2203701","Esperantina (PI)","34376"
"2203750","Fartura do Piauí (PI)","4659"
"2203800","Flores do Piauí (PI)","4322"
"2203859","Floresta do Piauí (PI)","2426"
"2203909","Floriano (PI)","54962"
"2204006","Francinópolis (PI)","5247"
"2204105","Francisco Ayres (PI)","5263"
"2204154","Francisco Macedo (PI)","2363"
"2204204","Francisco Santos (PI)","7041"
"2204303","Fronteiras (PI)","10090"
"2204352","Geminiano (PI)","4854"
"2204402","Gilbués (PI)","10378"
"2204501","Guadalupe (PI)","10401"
"2204550","Guaribas (PI)","4260"
"2204600","Hugo Napoleão (PI)","3714"
"2204659","Ilha Grande (PI)","8018"
"2204709","Inhuma (PI)","14568"
"2204808","Ipiranga do Piauí (PI)","8528"
"2204907","Isaías Coelho (PI)","7662"
"2205003","Itainópolis (PI)","10349"
"2205102","Itaueira (PI)","10263"
"2205151","Jacobina do Piauí (PI)","5713"
"2205201","Jaicós (PI)","16089"
"2205250","Jardim do Mulato (PI)","3940"
"2205276","Jatobá do Piauí (PI)","4321"
"2205300","Jerumenha (PI)","4557"
"2205359","João Costa (PI)","2947"
"2205409","Joaquim Pires (PI)","13113"
"2205458","Joca Marques (PI)","4383"
"2205508","José de Freitas (PI)","33235"
"2205516","Juazeiro do Piauí (PI)","4477"
"2205524","Júlio Borges (PI)","4947"
"2205532","Jurema (PI)","4060"
"2205540","Lagoinha do Piauí (PI)","2245"
"2205557","Lagoa Alegre (PI)","7025"
"2205565","Lagoa do Barro do Piauí (PI)","4545"
"2205573","Lagoa de São Francisco (PI)","5869"
"2205581","Lagoa do Piauí (PI)","3573"
"2205599","Lagoa do Sítio (PI)","4197"
"2205607","Landri Sales (PI)","5621"
"2205706","Luís Correia (PI)","24503"
"2205805","Luzilândia (PI)","23841"
"2205854","Madeiro (PI)","6889"
"2205904","Manoel Emídio (PI)","5125"
"2205953","Marcolândia (PI)","6344"
"2206001","Marcos Parente (PI)","4308"
"2206050","Massapê do Piauí (PI)","6035"
"2206100","Matias Olímpio (PI)","9868"
"2206209","Miguel Alves (PI)","30104"
"2206308","Miguel Leão (PI)","1382"
"2206357","Milton Brandão (PI)","7110"
"2206407","Monsenhor Gil (PI)","10392"
"2206506","Monsenhor Hipólito (PI)","6812"
"2206605","Monte Alegre do Piauí (PI)","10332"
"2206654","Morro Cabeça no Tempo (PI)","4478"
"2206670","Morro do Chapéu do Piauí (PI)","6189"
"2206696","Murici dos Portelas (PI)","6394"
"2206704","Nazaré do Piauí (PI)","7793"
"2206720","Nazária (PI)","..."
"2206753","Nossa Senhora de Nazaré (PI)","3893"
"2206803","Nossa Senhora dos Remédios (PI)","7346"
"2206902","Novo Oriente do Piauí (PI)","6766"
"2206951","Novo Santo Antônio (PI)","3153"
"2207009","Oeiras (PI)","34138"
"2207108","Olho D'Água do Piauí (PI)","2247"
"2207207","Padre Marcos (PI)","7237"
"2207306","Paes Landim (PI)","4156"
"2207355","Pajeú do Piauí (PI)","2827"
"2207405","Palmeira do Piauí (PI)","5279"
"2207504","Palmeirais (PI)","12270"
"2207553","Paquetá (PI)","4386"
"2207603","Parnaguá (PI)","9423"
"2207702","Parnaíba (PI)","134122"
"2207751","Passagem Franca do Piauí (PI)","4179"
"2207777","Patos do Piauí (PI)","5652"
"2207793","Pau D'Arco do Piauí (PI)","3030"
"2207801","Paulistana (PI)","16769"
"2207850","Pavussu (PI)","3985"
"2207900","Pedro II (PI)","36346"
"2207934","Pedro Laurentino (PI)","2066"
"2207959","Nova Santa Rita (PI)","4205"
"2208007","Picos (PI)","69836"
"2208106","Pimenteiras (PI)","11498"
"2208205","Pio IX (PI)","16541"
"2208304","Piracuruca (PI)","25227"
"2208403","Piripiri (PI)","60506"
"2208502","Porto (PI)","10679"
"2208551","Porto Alegre do Piauí (PI)","2443"
"2208601","Prata do Piauí (PI)","3162"
"2208650","Queimada Nova (PI)","8388"
"2208700","Redenção do Gurguéia (PI)","7880"
"2208809","Regeneração (PI)","17599"
"2208858","Riacho Frio (PI)","4352"
"2208874","Ribeira do Piauí (PI)","3907"
"2208908","Ribeiro Gonçalves (PI)","5718"
"2209005","Rio Grande do Piauí (PI)","6155"
"2209104","Santa Cruz do Piauí (PI)","5755"
"2209153","Santa Cruz dos Milagres (PI)","3364"
"2209203","Santa Filomena (PI)","6084"
"2209302","Santa Luz (PI)","4813"
"2209351","Santana do Piauí (PI)","4658"
"2209377","Santa Rosa do Piauí (PI)","5272"
"2209401","Santo Antônio de Lisboa (PI)","5168"
"2209450","Santo Antônio dos Milagres (PI)","1907"
"2209500","Santo Inácio do Piauí (PI)","3460"
"2209559","São Braz do Piauí (PI)","4239"
"2209609","São Félix do Piauí (PI)","3351"
"2209658","São Francisco de Assis do Piauí (PI)","3834"
"2209708","São Francisco do Piauí (PI)","6311"
"2209757","São Gonçalo do Gurguéia (PI)","2339"
"2209807","São Gonçalo do Piauí (PI)","4331"
"2209856","São João da Canabrava (PI)","4216"
"2209872","São João da Fronteira (PI)","4943"
"2209906","São João da Serra (PI)","6609"
"2209955","São João da Varjota (PI)","4378"
"2209971","São João do Arraial (PI)","5948"
"2210003","São João do Piauí (PI)","17881"
"2210052","São José do Divino (PI)","4984"
"2210102","São José do Peixe (PI)","3819"
"2210201","São José do Piauí (PI)","6706"
"2210300","São Julião (PI)","5752"
"2210359","São Lourenço do Piauí (PI)","4300"
"2210375","São Luis do Piauí (PI)","2485"
"2210383","São Miguel da Baixa Grande (PI)","2038"
"2210391","São Miguel do Fidalgo (PI)","2980"
"2210409","São Miguel do Tapuio (PI)","18806"
"2210508","São Pedro do Piauí (PI)","12628"
"2210607","São Raimundo Nonato (PI)","27291"
"2210623","Sebastião Barros (PI)","4596"
"2210631","Sebastião Leal (PI)","3843"
"2210656","Sigefredo Pacheco (PI)","9050"
"2210706","Simões (PI)","13615"
"2210805","Simplício Mendes (PI)","11043"
"2210904","Socorro do Piauí (PI)","4615"
"2210938","Sussuapara (PI)","5146"
"2210953","Tamboril do Piauí (PI)","2383"
"2210979","Tanque do Piauí (PI)","2374"
"2211001","Teresina (PI)","728881"
"2211100","União (PI)","40223"
"2211209","Uruçuí (PI)","17216"
"2211308","Valença do Piauí (PI)","20121"
"2211357","Várzea Branca (PI)","5339"
"2211407","Várzea Grande (PI)","4480"
"2211506","Vera Mendes (PI)","2920"
"2211605","Vila Nova do Piauí (PI)","2912"
"2211704","Wall Ferraz (PI)","4028"
"2300101","Abaiara (CE)","8441"
"2300150","Acarape (CE)","13256"
"2300200","Acaraú (CE)","49448"
"2300309","Acopiara (CE)","46838"
"2300408","Aiuaba (CE)","14580"
"2300507","Alcântaras (CE)","9664"
"2300606","Altaneira (CE)","5790"
"2300705","Alto Santo (CE)","15611"
"2300754","Amontada (CE)","33236"
"2300804","Antonina do Norte (CE)","6667"
"2300903","Apuiarés (CE)","12911"
"2301000","Aquiraz (CE)","62326"
"2301109","Aracati (CE)","62385"
"2301208","Aracoiaba (CE)","24234"
"2301257","Ararendá (CE)","10088"
"2301307","Araripe (CE)","19845"
"2301406","Aratuba (CE)","12575"
"2301505","Arneiroz (CE)","7559"
"2301604","Assaré (CE)","21136"
"2301703","Aurora (CE)","25559"
"2301802","Baixio (CE)","5757"
"2301851","Banabuiú (CE)","16400"
"2301901","Barbalha (CE)","48049"
"2301950","Barreira (CE)","17255"
"2302008","Barro (CE)","20097"
"2302057","Barroquinha (CE)","14019"
"2302107","Baturité (CE)","30140"
"2302206","Beberibe (CE)","43032"
"2302305","Bela Cruz (CE)","28666"
"2302404","Boa Viagem (CE)","50578"
"2302503","Brejo Santo (CE)","38976"
"2302602","Camocim (CE)","56021"
"2302701","Campos Sales (CE)","25773"
"2302800","Canindé (CE)","70531"
"2302909","Capistrano (CE)","15857"
"2303006","Caridade (CE)","15983"
"2303105","Cariré (CE)","18755"
"2303204","Caririaçu (CE)","26274"
"2303303","Cariús (CE)","18557"
"2303402","Carnaubal (CE)","15437"
"2303501","Cascavel (CE)","58268"
"2303600","Catarina (CE)","15991"
"2303659","Catunda (CE)","9343"
"2303709","Caucaia (CE)","260700"
"2303808","Cedro (CE)","24204"
"2303907","Chaval (CE)","12340"
"2303931","Choró (CE)","12145"
"2303956","Chorozinho (CE)","19106"
"2304004","Coreaú (CE)","20270"
"2304103","Crateús (CE)","71326"
"2304202","Crato (CE)","106078"
"2304236","Croatá (CE)","16214"
"2304251","Cruz (CE)","20452"
"2304269","Deputado Irapuan Pinheiro (CE)","8435"
"2304277","Ererê (CE)","6283"
"2304285","Eusébio (CE)","32867"
"2304301","Farias Brito (CE)","20657"
"2304350","Forquilha (CE)","17775"
"2304400","Fortaleza (CE)","2183612"
"2304459","Fortim (CE)","12383"
"2304509","Frecheirinha (CE)","12066"
"2304608","General Sampaio (CE)","4780"
"2304657","Graça (CE)","14838"
"2304707","Granja (CE)","49322"
"2304806","Granjeiro (CE)","5366"
"2304905","Groaíras (CE)","8817"
"2304954","Guaiúba (CE)","20168"
"2305001","Guaraciaba do Norte (CE)","35535"
"2305100","Guaramiranga (CE)","5763"
"2305209","Hidrolândia (CE)","17648"
"2305233","Horizonte (CE)","35693"
"2305266","Ibaretama (CE)","12811"
"2305308","Ibiapina (CE)","22406"
"2305332","Ibicuitinga (CE)","9530"
"2305357","Icapuí (CE)","16344"
"2305407","Icó (CE)","62743"
"2305506","Iguatu (CE)","86976"
"2305605","Independência (CE)","25395"
"2305654","Ipaporanga (CE)","11285"
"2305704","Ipaumirim (CE)","11551"
"2305803","Ipu (CE)","39445"
"2305902","Ipueiras (CE)","38586"
"2306009","Iracema (CE)","13036"
"2306108","Irauçuba (CE)","19859"
"2306207","Itaiçaba (CE)","6683"
"2306256","Itaitinga (CE)","30001"
"2306306","Itapajé (CE)","41947"
"2306405","Itapipoca (CE)","96437"
"2306504","Itapiúna (CE)","16671"
"2306553","Itarema (CE)","30952"
"2306603","Itatira (CE)","15735"
"2306702","Jaguaretama (CE)","18098"
"2306801","Jaguaribara (CE)","8851"
"2306900","Jaguaribe (CE)","35386"
"2307007","Jaguaruana (CE)","30204"
"2307106","Jardim (CE)","26770"
"2307205","Jati (CE)","7315"
"2307254","Jijoca de Jericoacoara (CE)","12843"
"2307304","Juazeiro do Norte (CE)","216560"
"2307403","Jucás (CE)","22799"
"2307502","Lavras da Mangabeira (CE)","31145"
"2307601","Limoeiro do Norte (CE)","50548"
"2307635","Madalena (CE)","15120"
"2307650","Maracanaú (CE)","176741"
"2307700","Maranguape (CE)","89742"
"2307809","Marco (CE)","20386"
"2307908","Martinópole (CE)","8869"
"2308005","Massapê (CE)","30240"
"2308104","Mauriti (CE)","43033"
"2308203","Meruoca (CE)","11450"
"2308302","Milagres (CE)","27323"
"2308351","Milhã (CE)","13131"
"2308377","Miraíma (CE)","11580"
"2308401","Missão Velha (CE)","32569"
"2308500","Mombaça (CE)","41243"
"2308609","Monsenhor Tabosa (CE)","16445"
"2308708","Morada Nova (CE)","65067"
"2308807","Moraújo (CE)","7110"
"2308906","Morrinhos (CE)","18338"
"2309003","Mucambo (CE)","14029"
"2309102","Mulungu (CE)","9020"
"2309201","Nova Olinda (CE)","12168"
"2309300","Nova Russas (CE)","29435"
"2309409","Novo Oriente (CE)","25957"
"2309458","Ocara (CE)","21704"
"2309508","Orós (CE)","21935"
"2309607","Pacajus (CE)","45307"
"2309706","Pacatuba (CE)","53591"
"2309805","Pacoti (CE)","11018"
"2309904","Pacujá (CE)","5722"
"2310001","Palhano (CE)","8184"
"2310100","Palmácia (CE)","9980"
"2310209","Paracuru (CE)","28314"
"2310258","Paraipaba (CE)","26004"
"2310308","Parambu (CE)","32533"
"2310407","Paramoti (CE)","11033"
"2310506","Pedra Branca (CE)","40958"
"2310605","Penaforte (CE)","7086"
"2310704","Pentecoste (CE)","32517"
"2310803","Pereiro (CE)","15201"
"2310852","Pindoretama (CE)","15376"
"2310902","Piquet Carneiro (CE)","13135"
"2310951","Pires Ferreira (CE)","8539"
"2311009","Poranga (CE)","11817"
"2311108","Porteiras (CE)","15733"
"2311207","Potengi (CE)","9210"
"2311231","Potiretama (CE)","5747"
"2311264","Quiterianópolis (CE)","18515"
"2311306","Quixadá (CE)","70493"
"2311355","Quixelô (CE)","15584"
"2311405","Quixeramobim (CE)","58896"
"2311504","Quixeré (CE)","17231"
"2311603","Redenção (CE)","25269"
"2311702","Reriutaba (CE)","21691"
"2311801","Russas (CE)","58607"
"2311900","Saboeiro (CE)","16297"
"2311959","Salitre (CE)","14068"
"2312007","Santana do Acaraú (CE)","26655"
"2312106","Santana do Cariri (CE)","17012"
"2312205","Santa Quitéria (CE)","42588"
"2312304","São Benedito (CE)","40264"
"2312403","São Gonçalo do Amarante (CE)","36301"
"2312502","São João do Jaguaribe (CE)","8715"
"2312601","São Luís do Curu (CE)","11602"
"2312700","Senador Pompeu (CE)","27302"
"2312809","Senador Sá (CE)","5629"
"2312908","Sobral (CE)","158513"
"2313005","Solonópole (CE)","16974"
"2313104","Tabuleiro do Norte (CE)","27343"
"2313203","Tamboril (CE)","25928"
"2313252","Tarrafas (CE)","9146"
"2313302","Tauá (CE)","52010"
"2313351","Tejuçuoca (CE)","13733"
"2313401","Tianguá (CE)","59744"
"2313500","Trairi (CE)","45533"
"2313559","Tururu (CE)","11668"
"2313609","Ubajara (CE)","27449"
"2313708","Umari (CE)","7394"
"2313757","Umirim (CE)","17588"
"2313807","Uruburetama (CE)","16810"
"2313906","Uruoca (CE)","11628"
"2313955","Varjota (CE)","16983"
"2314003","Várzea Alegre (CE)","35230"
"2314102","Viçosa do Ceará (CE)","45924"
"2400109","Acari (RN)","11203"
"2400208","Açu (RN)","48381"
"2400307","Afonso Bezerra (RN)","10881"
"2400406","Água Nova (RN)","2723"
"2400505","Alexandria (RN)","13619"
"2400604","Almino Afonso (RN)","5098"
"2400703","Alto do Rodrigues (RN)","9654"
"2400802","Angicos (RN)","11602"
"2400901","Antônio Martins (RN)","6646"
"2401008","Apodi (RN)","34502"
"2401107","Areia Branca (RN)","22723"
"2401206","Arês (RN)","11345"
"2401305","Augusto Severo (RN)","9033"
"2401404","Baía Formosa (RN)","7881"
"2401453","Baraúna (RN)","19074"
"2401503","Barcelona (RN)","4032"
"2401602","Bento Fernandes (RN)","4764"
"2401651","Bodó (RN)","2776"
"2401701","Bom Jesus (RN)","8753"
"2401800","Brejinho (RN)","10592"
"2401859","Caiçara do Norte (RN)","5840"
"2401909","Caiçara do Rio do Vento (RN)","2897"
"2402006","Caicó (RN)","57653"
"2402105","Campo Redondo (RN)","9156"
"2402204","Canguaretama (RN)","27460"
"2402303","Caraúbas (RN)","18615"
"2402402","Carnaúba dos Dantas (RN)","6687"
"2402501","Carnaubais (RN)","8268"
"2402600","Ceará-Mirim (RN)","63476"
"2402709","Cerro Corá (RN)","10875"
"2402808","Coronel Ezequiel (RN)","5346"
"2402907","Coronel João Pessoa (RN)","4698"
"2403004","Cruzeta (RN)","8168"
"2403103","Currais Novos (RN)","40843"
"2403202","Doutor Severiano (RN)","6560"
"2403251","Parnamirim (RN)","132237"
"2403301","Encanto (RN)","4808"
"2403400","Equador (RN)","5690"
"2403509","Espírito Santo (RN)","10783"
"2403608","Extremoz (RN)","20106"
"2403707","Felipe Guerra (RN)","5464"
"2403756","Fernando Pedroza (RN)","2635"
"2403806","Florânia (RN)","8969"
"2403905","Francisco Dantas (RN)","2990"
"2404002","Frutuoso Gomes (RN)","4551"
"2404101","Galinhos (RN)","1823"
"2404200","Goianinha (RN)","17679"
"2404309","Governador Dix-Sept Rosado (RN)","11909"
"2404408","Grossos (RN)","8374"
"2404507","Guamaré (RN)","8399"
"2404606","Ielmo Marinho (RN)","10381"
"2404705","Ipanguaçu (RN)","12008"
"2404804","Ipueira (RN)","1924"
"2404853","Itajá (RN)","6428"
"2404903","Itaú (RN)","5323"
"2405009","Jaçanã (RN)","7773"
"2405108","Jandaíra (RN)","6212"
"2405207","Janduís (RN)","5552"
"2405306","Januário Cicco (RN)","7796"
"2405405","Japi (RN)","6348"
"2405504","Jardim de Angicos (RN)","2687"
"2405603","Jardim de Piranhas (RN)","12241"
"2405702","Jardim do Seridó (RN)","12062"
"2405801","João Câmara (RN)","29641"
"2405900","João Dias (RN)","2618"
"2406007","José da Penha (RN)","5953"
"2406106","Jucurutu (RN)","17575"
"2406155","Jundiá (RN)","3218"
"2406205","Lagoa d'Anta (RN)","5694"
"2406304","Lagoa de Pedras (RN)","6567"
"2406403","Lagoa de Velhos (RN)","2735"
"2406502","Lagoa Nova (RN)","12209"
"2406601","Lagoa Salgada (RN)","6882"
"2406700","Lajes (RN)","9483"
"2406809","Lajes Pintadas (RN)","4534"
"2406908","Lucrécia (RN)","3248"
"2407005","Luís Gomes (RN)","9226"
"2407104","Macaíba (RN)","56207"
"2407203","Macau (RN)","25675"
"2407252","Major Sales (RN)","2970"
"2407302","Marcelino Vieira (RN)","8332"
"2407401","Martins (RN)","7689"
"2407500","Maxaranguape (RN)","8258"
"2407609","Messias Targino (RN)","3752"
"2407708","Montanhas (RN)","12360"
"2407807","Monte Alegre (RN)","19239"
"2407906","Monte das Gameleiras (RN)","2514"
"2408003","Mossoró (RN)","215610"
"2408102","Natal (RN)","722144"
"2408201","Nísia Floresta (RN)","19613"
"2408300","Nova Cruz (RN)","34307"
"2408409","Olho d'Água do Borges (RN)","4446"
"2408508","Ouro Branco (RN)","4685"
